Spain,1988,18,18,x,x,x,x,x,x,x,x,24446.0
Spain,1989,18,18,x,x,x,x,x,x,x,x,21349.0
Spain,1990,18,18,x,x,x,x,x,x,x,x,19284.0
Spain,1991,18,18,95.1,98,x,x,2.4,0.7,26,28.4,17875.0
Spain,1992,18,18,x,x,x,x,x,x,x,x,16347.0
Spain,1993,18,18,x,x,x,x,x,x,x,x,14783.0
Spain,1994,18,18,x,x,x,x,x,x,x,x,13140.0
Spain,1995,18,18,x,x,67.4,81.1,x,x,x,x,11981.0
Spain,1996,18,18,x,x,x,x,x,x,x,x,11174.0
Spain,1997,18,18,x,x,x,x,x,x,x,x,11264.0
Spain,1998,18,18,x,x,x,x,x,x,x,x,10901.0
Spain,1999,x,x,x,x,66,71.7,x,x,x,x,x
Spain,2001,x,x,x,x,x,x,1.2,0.4,29.3,31.6,x
Spain,2003,18,18,x,x,x,x,x,x,x,x,x
Spain,2006,x,x,x,x,62.3,65.7,x,x,x,x,x
Sri Lanka,1971,x,x,x,x,x,x,10.6,0.6,23.5,28.1,x
Sri Lanka,1975,x,x,x,x,19.7,43.2,x,x,x,x,x
Sri Lanka,1977,x,x,x,x,26.9,48.6,x,x,x,x,x
Sri Lanka,1981,x,x,x,x,33.7,47.7,9.9,1,24.4,27.9,x
Sri Lanka,1982,x,x,x,x,31.9,57.8,x,x,x,x,x
Sri Lanka,1985,18,18,x,x,x,x,x,x,x,x,29754.0
Sri Lanka,1986,18,18,x,x,x,x,x,x,x,x,28866.0
Sri Lanka,1987,18,18,x,x,40.6,61.7,6.9,x,25,x,28038.0
Sri Lanka,1988,18,18,x,x,x,x,x,x,x,x,25817.0
Sri Lanka,1989,18,18,x,x,x,x,x,x,x,x,28569.0
Sri Lanka,1991,18,18,x,x,x,x,x,x,x,x,26201.0
Sri Lanka,1993,x,x,x,x,43.7,66.1,x,x,x,x,x
Sri Lanka,1995,18,18,x,x,x,x,x,x,x,x,28495.0
Sri Lanka,1996,18,18,x,x,x,x,x,x,x,x,28410.0
Sri Lanka,2000,x,x,x,x,49.6,70,x,x,x,x,x
Sri Lanka,2001,18,18,89.1,92.3,x,x,10.8,1.8,23.8,27.6,27633.0
Sri Lanka,2002,18,18,x,x,x,x,x,x,x,x,x
Sri Lanka,2006,x,x,x,x,52.7,68,x,x,x,x,x
Sri Lanka,2007,x,x,x,x,x,x,9.2,x,23.6,x,x
State of Palestine,1967,x,x,x,x,x,x,17.3,2.3,21.9,25.2,x
State of Palestine,1997,x,x,x,x,x,x,27.2,2.5,20.7,24.9,x
State of Palestine,2000,x,x,x,x,x,x,13.4,0.6,22.9,26.9,x
State of Palestine,2004,x,x,x,x,x,x,13.5,x,22.4,x,x
State of Palestine,2007,x,x,x,x,x,x,6.1,0.6,24.2,27.9,x
Sudan,1973,x,x,x,x,x,x,43.1,4.4,18.7,25.8,x
Sudan,1979,x,x,x,x,3.9,4.6,x,x,x,x,x
Sudan,1983,x,x,x,x,x,x,28.8,3.2,20.7,27.2,x
Sudan,1990,x,x,x,x,5.6,8.7,15.9,x,24.1,x,x
Sudan,1993,x,x,x,x,6.9,9.9,20.6,1.8,22.7,29.1,x
Sudan,1999,x,x,x,x,5.4,7,x,x,x,x,x
Sudan,2000,x,x,51.8,71.1,x,x,x,x,x,x,x
Sudan,2006,x,x,x,x,7.8,9.5,x,x,x,x,x
Sudan,2008,x,x,x,x,x,x,24.2,3,22.2,28.4,x
Sudan,2010,x,x,x,x,..,9,x,x,x,x,x
Suriname,1964,x,x,x,x,x,x,19.8,2.8,18.6,23.6,x
Suriname,1985,20,20,x,x,x,x,x,x,x,x,1899.0
Suriname,1986,20,20,x,x,x,x,x,x,x,x,1711.0
Suriname,1988,20,20,x,x,x,x,x,x,x,x,1500.0
Suriname,1989,20,20,x,x,x,x,x,x,x,x,1755.0
Suriname,1990,20,20,x,x,x,x,x,x,x,x,1634.0
Suriname,1991,20,20,x,x,x,x,x,x,x,x,1553.0
Suriname,1992,20,20,x,x,46.6,48,x,x,x,x,1701.0
Suriname,1993,20,20,x,x,x,x,x,x,x,x,1854.0
Suriname,1994,20,20,x,x,x,x,x,x,x,x,1468.0
Suriname,1995,20,20,x,x,x,x,x,x,x,x,1438.0
Suriname,1996,20,20,x,x,x,x,x,x,x,x,1561.0
Suriname,1997,20,20,x,x,x,x,x,x,x,x,1858.0
Suriname,1998,20,20,x,x,x,x,x,x,x,x,1526.0
Suriname,1999,20,20,x,x,x,x,x,x,x,x,1466.0
Suriname,2000,20,20,x,x,40.6,42.1,x,x,x,x,1547.0
Suriname,2001,20,20,x,x,x,x,x,x,x,x,1679.0
Suriname,2002,20,20,x,x,x,x,x,x,x,x,1729.0
Suriname,2003,20,20,x,x,x,x,x,x,x,x,1511.0
Suriname,2004,20,20,87.2,92,x,x,3.4,0.7,28.8,31.8,1526.0
Suriname,2005,20,20,x,x,x,x,x,x,x,x,1435.0
Suriname,2006,x,x,x,x,45,45.6,x,x,x,x,x
Swaziland,1986,x,x,65.2,69.7,x,x,1.8,0.2,30.3,32.4,x
Swaziland,1988,x,x,x,x,17.1,19.8,x,x,x,x,x
Swaziland,2000,x,x,78.3,80.9,26,27.7,x,x,x,x,x
Swaziland,2002,x,x,x,x,38.6,40.1,x,x,x,x,x
Swaziland,2006,x,x,x,x,x,x,7.2,0.2,26,30,x
Swaziland,2007,x,x,x,x,46.8,50.6,6.9,1.8,26.5,30.5,x
Swaziland,2010,x,x,x,x,63,65.2,x,x,x,x,x
Sweden,1970,x,x,x,x,x,x,2.3,0.2,23.7,26.2,x
Sweden,1981,x,x,x,x,72,78,x,x,x,x,x
Sweden,1985,18,18,x,x,x,x,0.5,0.1,29.6,32.1,3137.0
Sweden,1986,18,18,x,x,x,x,x,x,x,x,3171.0
Sweden,1987,18,18,x,x,x,x,x,x,x,x,3000.0
Sweden,1988,18,18,x,x,x,x,x,x,x,x,3114.0
Sweden,1989,18,18,x,x,x,x,x,x,x,x,3483.0
Sweden,1990,18,18,x,x,x,x,x,x,x,x,3877.0
Sweden,1991,18,18,x,x,x,x,x,x,x,x,3564.0
Sweden,1992,18,18,x,x,x,x,x,x,x,x,3148.0
Sweden,1993,18,18,x,x,x,x,x,x,x,x,2850.0
Sweden,1994,18,18,x,x,x,x,x,x,x,x,2416.0
Sweden,1995,18,18,x,x,x,x,0.5,0.1,31.3,33.6,2138.0
Sweden,1996,18,18,x,x,64.8,75.2,x,x,x,x,1905.0
Sweden,1997,18,18,x,x,x,x,x,x,x,x,1226.0
Sweden,1998,18,18,x,x,x,x,x,x,x,x,1146.0
Sweden,1999,18,18,x,x,x,x,x,x,x,x,1210.0
Sweden,2001,18,18,x,x,x,x,x,x,x,x,1656.0
Sweden,2002,18,18,x,x,x,x,x,x,x,x,1691.0
Sweden,2003,18,18,x,x,x,x,0.5,0.1,32.4,34.5,x
Sweden,2004,18,18,x,x,x,x,x,x,x,x,1604.0
Sweden,2005,18,18,x,x,x,x,x,x,x,x,1681.0
Sweden,2010,x,x,x,x,x,x,0.5,0.1,31.4,33.5,x
Switzerland,1970,x,x,x,x,x,x,3.7,0.3,22.6,26,x
Switzerland,1980,x,x,x,x,64.9,71.2,1.6,0.2,25,27.9,x
Switzerland,1985,18,18,x,x,x,x,x,x,x,x,1568.0
Switzerland,1986,18,18,x,x,x,x,x,x,x,x,1502.0
Switzerland,1987,18,18,x,x,x,x,x,x,x,x,1373.0
Switzerland,1988,18,18,x,x,x,x,x,x,x,x,1465.0
Switzerland,1989,18,18,x,x,x,x,x,x,x,x,1425.0
Switzerland,1990,18,18,x,x,x,x,x,x,x,x,1438.0
Switzerland,1991,18,18,x,x,x,x,x,x,x,x,1606.0
Switzerland,1992,18,18,x,x,x,x,x,x,x,x,1432.0
Switzerland,1993,18,18,x,x,x,x,x,x,x,x,1306.0
Switzerland,1994,18,18,x,x,x,x,x,x,x,x,1150.0
Switzerland,1995,18,18,x,x,77.5,82,1.4,0.2,27.5,30.2,1068.0
Switzerland,1996,18,18,x,x,x,x,x,x,x,x,1103.0
Switzerland,1997,18,18,x,x,x,x,x,x,x,x,1101.0
Switzerland,1998,18,18,x,x,x,x,x,x,x,x,1106.0
Switzerland,1999,18,18,x,x,x,x,x,x,x,x,1185.0
Switzerland,2000,18,18,x,x,x,x,x,x,x,x,1208.0
Switzerland,2001,18,18,x,x,x,x,x,x,x,x,1146.0
Switzerland,2002,18,18,x,x,x,x,x,x,x,x,1105.0
Switzerland,2003,18,18,x,x,x,x,x,x,x,x,1086.0
Switzerland,2004,18,18,x,x,x,x,x,x,x,x,1084.0
Switzerland,2005,18,18,x,x,x,x,0.7,0.1,29.5,32.4,1091.0
Switzerland,2009,x,x,x,x,x,x,0.7,0.1,29.8,32.7,x
Syria,2002,x,x,74.2,91,x,x,x,x,x,x,x
Syria,2004,x,x,73.6,87.8,x,x,x,x,x,x,x
Syrian Arab Republic,1970,x,x,x,x,x,x,27.7,4.2,20.7,25.9,x
Syrian Arab Republic,1978,x,x,x,x,22.4,29.5,x,x,x,x,x
Syrian Arab Republic,1981,x,x,x,x,x,x,24.9,3.8,21.5,25.7,x
Syrian Arab Republic,1993,x,x,x,x,28.3,39.6,x,x,x,x,x
Syrian Arab Republic,2001,x,x,x,x,35.1,46.6,10.9,0.2,25.4,29.3,x
Syrian Arab Republic,2006,x,x,x,x,42.6,58.3,x,x,x,x,x
TFYR of Macedonia,1989,x,x,x,x,x,x,x,x,x,x,3979.0
TFYR of Macedonia,1990,x,x,x,x,x,x,x,x,x,x,3840.0
TFYR of Macedonia,1991,x,x,x,x,x,x,x,x,x,x,3641.0
TFYR of Macedonia,1992,x,x,x,x,x,x,x,x,x,x,3447.0
TFYR of Macedonia,1993,x,x,x,x,x,x,x,x,x,x,3711.0
TFYR of Macedonia,1994,x,x,x,x,x,x,x,x,x,x,3634.0
TFYR of Macedonia,1995,x,x,x,x,x,x,x,x,x,x,3546.0
TFYR of Macedonia,1996,x,x,x,x,x,x,x,x,x,x,3134.0
TFYR of Macedonia,1997,x,x,x,x,x,x,x,x,x,x,2965.0
TFYR of Macedonia,1999,x,x,x,x,x,x,x,x,x,x,2514.0
TFYR of Macedonia,2000,x,x,x,x,x,x,x,x,x,x,2593.0
TFYR of Macedonia,2001,x,x,x,x,x,x,x,x,x,x,2202.0
TFYR of Macedonia,2002,x,x,x,x,x,x,x,x,x,x,2097.0
TFYR of Macedonia,2003,x,x,x,x,x,x,x,x,x,x,2050.0
TFYR of Macedonia,2004,x,x,x,x,x,x,x,x,x,x,1844.0
TFYR of Macedonia,2005,x,x,x,x,x,x,x,x,x,x,1743.0
Tajikistan,1979,x,x,x,x,x,x,15.2,1.9,19.6,22.3,x
Tajikistan,1989,x,x,96.6,98.8,x,x,11.6,1.3,20.9,23.2,10214.0
Tajikistan,1990,x,x,x,x,x,x,x,x,x,x,10885.0
Tajikistan,1991,x,x,x,x,x,x,x,x,x,x,12604.0
Tajikistan,1992,x,x,x,x,x,x,x,x,x,x,11329.0
Tajikistan,1993,x,x,x,x,x,x,x,x,x,x,14860.0
Tajikistan,1994,x,x,x,x,x,x,x,x,x,x,15886.0
Tajikistan,2000,x,x,99.2,99.7,27.3,33.9,13.9,2.3,21.3,24.1,x
Tajikistan,2005,x,x,x,x,33.1,37.9,x,x,x,x,x
Tajikistan,2007,x,x,x,x,31.7,37.1,x,x,x,x,x
Tajikistan,2010,x,x,x,x,x,x,13.4,2.2,22.1,24.7,x
Tanzania,1988,x,x,48.1,71.4,x,x,x,x,x,x,x
Tanzania,2002,x,x,62.2,77.5,x,x,x,x,x,x,x
Tanzania,2003,18,18,x,x,x,x,x,x,x,x,x
Thailand,1970,x,x,x,x,14.8,14.8,18.9,3.7,22,24.7,x
Thailand,1973,x,x,x,x,25.7,26.3,x,x,x,x,x
Thailand,1975,x,x,x,x,33.9,36.7,x,x,x,x,x
Thailand,1978,x,x,x,x,49.3,53.4,x,x,x,x,x
Thailand,1980,x,x,x,x,x,x,16.7,4.2,22.8,24.9,x
Thailand,1981,x,x,x,x,56.3,59,x,x,x,x,x
Thailand,1984,x,x,x,x,62,64.6,x,x,x,x,x
Thailand,1987,x,x,x,x,68.3,70.5,x,x,x,x,x
Thailand,1989,x,x,x,x,64.2,66.2,x,x,x,x,x
Thailand,1990,x,x,x,x,x,x,14.7,4,23.5,26,x
Thailand,1993,x,x,x,x,72.2,73.9,x,x,x,x,x
Thailand,1995,x,x,x,x,73.8,75.2,x,x,x,x,x
Thailand,1997,x,x,x,x,69.8,72.2,x,x,x,x,x
Thailand,2000,x,x,90.5,94.9,x,x,11.2,3.4,24.1,27.4,x
Thailand,2001,x,x,x,x,76.1,77.8,x,x,x,x,x
Thailand,2005,x,x,x,x,70.1,71.5,x,x,x,x,x
Thailand,2006,17,17,x,x,79.8,81.1,x,x,x,x,x
Thailand,2009,x,x,x,x,77.5,79.6,x,x,x,x,x
The former Yugoslav Republic of Macedonia,1970,x,x,x,x,3.1,43.2,x,x,x,x,x
The former Yugoslav Republic of Macedonia,1994,x,x,x,x,x,x,9.1,1.5,22.9,26.7,x
The former Yugoslav Republic of Macedonia,2002,x,x,x,x,x,x,3.5,x,26.4,x,x
Timor-Leste,1991,x,x,x,x,20.4,25.1,x,x,x,x,x
Timor-Leste,1994,x,x,x,x,20.7,22.6,x,x,x,x,x
Timor-Leste,1997,x,x,x,x,25.1,26.7,x,x,x,x,x
Timor-Leste,2001,x,x,x,x,6.6,8,x,x,x,x,x
Timor-Leste,2003,x,x,x,x,7,10,11.5,0.6,21.8,24.6,x
Timor-Leste,2004,x,x,x,x,x,x,10.6,1.8,22.8,27,1999.0
Timor-Leste,2007,x,x,x,x,15.8,19.8,x,x,x,x,x
Timor-Leste,2009,x,x,x,x,x,x,8.1,0.4,23.1,26.9,x
Timor-Leste,2010,x,x,x,x,20.6,22.3,x,x,x,x,x
Togo,1970,x,x,x,x,x,x,44.6,2.3,18.3,26,x
Togo,1988,x,x,x,x,3.1,33.9,27.2,x,20.3,x,x
Togo,1998,x,x,x,x,7,23.5,19.9,2.4,21.3,27,x
Togo,2000,x,x,38.5,68.7,9.3,25.7,x,x,x,x,x
Togo,2006,17,20,x,x,11.1,16.8,x,x,x,x,x
Togo,2010,x,x,x,x,13.2,15.2,x,x,x,x,x
Tonga,1966,x,x,x,x,x,x,7.3,1.2,24,27,x
Tonga,1976,x,x,x,x,x,x,4.9,1.2,24.3,27.1,x
Tonga,1986,x,x,x,x,x,x,6.1,2.4,24.8,27.1,x
Tonga,1990,x,x,x,x,x,x,x,x,x,x,131.0
Tonga,1993,x,x,x,x,x,x,x,x,x,x,114.0
Tonga,1994,x,x,x,x,x,x,x,x,x,x,86.0
Tonga,1995,x,x,x,x,x,x,x,x,x,x,107.0
Tonga,1996,x,x,99,98.8,x,x,5,1.7,25.5,28,100.0
Tonga,1997,x,x,x,x,x,x,x,x,x,x,95.0
Tonga,1998,x,x,x,x,x,x,x,x,x,x,115.0
Tonga,1999,x,x,x,x,x,x,x,x,x,x,149.0
Tonga,2000,x,x,x,x,x,x,x,x,x,x,103.0
Tonga,2002,x,x,x,x,x,x,x,x,x,x,111.0
Tonga,2003,x,x,x,x,x,x,x,x,x,x,94.0
Tonga,2006,x,x,x,x,x,x,4.4,1.2,25.6,28,x
Trinidad and Tobago,1970,x,x,x,x,x,x,6.8,0.7,24,27.4,x
Trinidad and Tobago,1971,x,x,x,x,36.5,43.6,x,x,x,x,x
Trinidad and Tobago,1977,x,x,x,x,53.4,60.2,x,x,x,x,x
Trinidad and Tobago,1980,x,x,x,x,x,x,11.5,1.3,25.3,28.1,x
Trinidad and Tobago,1985,18,18,x,x,x,x,x,x,x,x,4868.0
Trinidad and Tobago,1986,18,18,x,x,x,x,x,x,x,x,4333.0
Trinidad and Tobago,1987,18,18,x,x,44.4,52.7,24.6,x,21.1,x,3816.0
Trinidad and Tobago,1988,18,18,x,x,x,x,x,x,x,x,3468.0
Trinidad and Tobago,1989,18,18,x,x,x,x,x,x,x,x,3494.0
Trinidad and Tobago,1990,18,18,x,x,x,x,9,1.3,26.8,29.8,3400.0
Trinidad and Tobago,1991,18,18,x,x,x,x,x,x,x,x,3276.0
Trinidad and Tobago,1992,18,18,x,x,x,x,x,x,x,x,3339.0
Trinidad and Tobago,1993,18,18,x,x,x,x,x,x,x,x,2977.0
Trinidad and Tobago,1994,18,18,96.1,98.2,x,x,x,x,x,x,2650.0
Trinidad and Tobago,1995,18,18,x,x,x,x,x,x,x,x,2637.0
Trinidad and Tobago,1997,18,18,x,x,x,x,x,x,x,x,2625.0
Trinidad and Tobago,2000,x,x,x,x,33.2,38.2,2.6,0.4,28.1,31.4,x
Trinidad and Tobago,2002,18,18,x,x,x,x,x,x,x,x,2405.0
Trinidad and Tobago,2003,18,18,x,x,x,x,x,x,x,x,x
Trinidad and Tobago,2004,18,18,97.8,98.9,x,x,x,x,x,x,2310.0
Trinidad and Tobago,2005,18,18,x,x,x,x,x,x,x,x,2014.0
Trinidad and Tobago,2006,x,x,x,x,37.7,42.5,x,x,x,x,x
Tunisia,1975,x,x,x,x,x,x,10.6,0,22.6,27.1,x
Tunisia,1978,x,x,x,x,24.7,31.4,x,x,x,x,x
Tunisia,1983,x,x,x,x,34.2,41.1,x,x,x,x,x
Tunisia,1984,x,x,x,x,x,x,6.7,0,24.3,28.1,x
Tunisia,1985,20,20,x,x,x,x,x,x,x,x,10940.0
Tunisia,1986,20,20,x,x,x,x,x,x,x,x,9942.0
Tunisia,1987,20,20,x,x,x,x,x,x,x,x,8508.0
Tunisia,1988,20,20,x,x,40.4,49.8,4.4,x,23.7,x,7647.0
Tunisia,1989,20,20,x,x,x,x,x,x,x,x,6265.0
Tunisia,1992,20,20,x,x,x,x,x,x,x,x,7015.0
Tunisia,1993,20,20,x,x,x,x,x,x,x,x,7121.0
Tunisia,1994,20,20,x,x,x,x,3,0,26.6,30.3,6155.0
Tunisia,1995,20,20,x,x,51,60,x,x,x,x,5489.0
Tunisia,1997,20,20,x,x,x,x,x,x,x,x,4091.0
Tunisia,1998,20,20,x,x,x,x,x,x,x,x,3650.0
Tunisia,2000,x,x,x,x,56.7,65.5,x,x,x,x,x
Tunisia,2001,x,x,x,x,53.1,62.6,x,x,x,x,x
Tunisia,2003,20,20,x,x,x,x,x,x,x,x,x
Tunisia,2004,x,x,65.3,83.4,x,x,2.1,0,28.7,32.6,x
Tunisia,2006,x,x,x,x,51.5,60.2,x,x,x,x,x
Turkey,1963,x,x,x,x,6.7,22.1,x,x,x,x,x
Turkey,1968,x,x,x,x,9.3,31.6,x,x,x,x,x
Turkey,1970,x,x,x,x,x,x,19.8,7.6,20.3,23.9,x
Turkey,1973,x,x,x,x,11.4,36.8,x,x,x,x,x
Turkey,1978,x,x,x,x,17.8,50.4,x,x,x,x,x
Turkey,1983,x,x,x,x,22.4,50.6,x,x,x,x,x
Turkey,1985,x,x,64.2,87.6,x,x,15.8,5.2,21.5,24.6,x
Turkey,1988,x,x,x,x,31.1,63.4,x,x,x,x,x
Turkey,1990,x,x,68.5,89.8,x,x,15.2,4.3,22,25,x
Turkey,1993,x,x,x,x,34.5,62.6,x,x,x,x,x
Turkey,1998,x,x,x,x,37.7,63.9,x,x,x,x,x
Turkey,2000,x,x,x,x,x,x,12.9,2.2,23.1,26.1,x
Turkey,2003,x,x,x,x,42.5,71,x,x,x,x,x
Turkey,2004,x,x,79.6,95.3,x,x,x,x,x,x,x
Turkey,2005,17,17,x,x,x,x,x,x,x,x,x
Turkey,2008,x,x,x,x,46,73,9.8,x,24.2,x,x
Turkmenistan,1979,x,x,x,x,x,x,8.7,2.4,20.5,22.5,x
Turkmenistan,1989,x,x,x,x,x,x,6.4,1.5,21.6,22.9,3987.0
Turkmenistan,1995,x,x,98.3,99.3,x,x,x,x,x,x,x
Turkmenistan,2000,x,x,x,x,45.2,61.8,5.9,x,23.4,x,x
Turks and Caicos Islands,1980,x,x,x,x,x,x,3,0.4,22.5,26.6,x
Turks and Caicos Islands,2001,x,x,x,x,x,x,8.4,0.6,25.2,28.3,27.0
Turks and Caicos Islands,2002,x,x,x,x,x,x,x,x,x,x,15.0
Turks and Caicos Islands,2003,x,x,x,x,x,x,x,x,x,x,23.0
Turks and Caicos Islands,2004,x,x,x,x,x,x,x,x,x,x,28.0
Turks and Caicos Islands,2005,x,x,x,x,x,x,x,x,x,x,29.0
Tuvalu,1979,x,x,x,x,x,x,3.2,0.2,25.4,29.1,x
Tuvalu,2002,x,x,x,x,x,x,10.7,2,,,x
Tuvalu,2007,x,x,x,x,22.4,30.5,11,x,21.5,x,x
Uganda,1969,x,x,x,x,x,x,49.7,7.3,17.7,23.9,x
Uganda,1988,x,x,x,x,x,x,40.8,x,19,x,x
Uganda,1989,x,x,x,x,2.5,4.9,x,x,x,x,x
Uganda,1991,x,x,44.8,68.2,x,x,39.3,6.7,19.4,23.7,x
Uganda,1995,x,x,x,x,7.8,14.8,x,x,x,x,x
Uganda,2001,x,x,x,x,14,22.8,x,x,x,x,x
Uganda,2002,x,x,57.7,76.8,x,x,29.7,6.4,20.2,24.2,x
Uganda,2003,16,18,x,x,x,x,x,x,x,x,x
Uganda,2005,x,x,x,x,16,19.7,x,x,x,x,x
Uganda,2006,x,x,x,x,17.9,23.7,x,x,x,x,x
Uganda,2011,x,x,x,x,25.8,30,22.8,3,20,24.3,x
Ukraine,1979,x,x,x,x,x,x,16.1,2.3,19.7,23,x
Ukraine,1987,17,18,x,x,x,x,x,x,x,x,89781.0
Ukraine,1988,17,18,x,x,x,x,x,x,x,x,94266.0
Ukraine,1989,17,18,x,x,x,x,15.4,2.7,21,24.1,97661.0
Ukraine,1990,17,18,x,x,x,x,x,x,x,x,106002.0
Ukraine,1991,17,18,x,x,x,x,x,x,x,x,109174.0
Ukraine,1992,17,18,x,x,x,x,x,x,x,x,109379.0
Ukraine,1993,17,18,x,x,x,x,x,x,x,x,105126.0
Ukraine,1994,17,18,x,x,x,x,x,x,x,x,101863.0
Ukraine,1995,17,18,x,x,x,x,x,x,x,x,97874.0
Ukraine,1996,17,18,x,x,x,x,x,x,x,x,90962.0
Ukraine,1998,17,18,x,x,x,x,x,x,x,x,74486.0
Ukraine,1999,x,x,x,x,37.6,67.5,10,x,21.6,x,x
Ukraine,2000,x,x,x,x,..,71.6,x,x,x,x,x
Ukraine,2001,17,18,99.2,99.7,x,x,7.7,1.1,22.8,26,55008.0
Ukraine,2002,17,18,x,x,x,x,x,x,x,x,55548.0
Ukraine,2003,17,18,x,x,x,x,x,x,x,x,54428.0
Ukraine,2004,17,18,x,x,x,x,x,x,x,x,54010.0
Ukraine,2005,x,x,x,x,58.2,65.6,x,x,x,x,x
Ukraine,2007,x,x,x,x,47.5,66.7,6.6,3,23.1,25.9,x
United Arab Emirates,1975,x,x,x,x,x,x,56.5,8.6,18,25.9,x
United Arab Emirates,1987,x,x,x,x,x,x,18.5,2.5,23.1,25.6,x
United Arab Emirates,1994,x,x,79,79.7,x,x,x,x,x,x,x
United Arab Emirates,1995,x,x,x,x,23.6,27.5,8.2,0.7,24.4,26.6,x
United Arab Emirates,2004,x,x,87.8,89,x,x,x,x,x,x,x
United Arab Emirates,2005,x,x,x,x,x,x,6.8,2.4,25.3,26.8,x
United Kingdom,1971,x,x,x,x,x,x,8.7,2,21.3,24.2,x
United Kingdom,1981,x,x,x,x,x,x,4.5,1.1,23,25.4,x
United Kingdom,1985,18,18,x,x,x,x,x,x,x,x,65435.0
United Kingdom,1986,18,18,x,x,78,81,x,x,x,x,65892.0
United Kingdom,1987,18,18,x,x,x,x,x,x,x,x,65951.0
United Kingdom,1988,18,18,x,x,x,x,x,x,x,x,66961.0
United Kingdom,1989,18,18,x,x,66,69,x,x,x,x,63173.0
United Kingdom,1990,18,18,x,x,x,x,x,x,x,x,63008.0
United Kingdom,1991,18,18,x,x,70,70,1.7,0.5,26.4,28.4,59717.0
United Kingdom,1992,18,18,x,x,x,x,x,x,x,x,54936.0
United Kingdom,1993,18,18,x,x,82,82,x,x,x,x,51467.0
United Kingdom,1994,18,18,x,x,x,x,x,x,x,x,47878.0
United Kingdom,1995,18,18,x,x,80,82,x,x,x,x,47652.0
United Kingdom,1996,18,18,x,x,x,x,x,x,x,x,50797.0
United Kingdom,1997,18,18,x,x,74,74,x,x,x,x,52851.0
United Kingdom,1998,18,18,x,x,81,83,x,x,x,x,54822.0
United Kingdom,1999,18,18,x,x,82,82,x,x,x,x,54921.0
United Kingdom,2000,18,18,x,x,76,76,x,x,x,x,52059.0
United Kingdom,2001,18,18,x,x,80,80,4.8,1.8,26.3,28.1,50157.0
United Kingdom,2002,18,18,x,x,80,80,x,x,x,x,49164.0
United Kingdom,2003,18,18,x,x,81,84,x,x,x,x,242.0
United Kingdom,2004,18,18,x,x,84,84,x,x,x,x,50525.0
United Kingdom,2005,x,x,x,x,79,82,x,x,x,x,x
United Kingdom,2006,x,x,x,x,82,82,x,x,x,x,x
United Kingdom,2007,x,x,x,x,84,84,x,x,x,x,x
United Kingdom,2008,x,x,x,x,82,82,x,x,x,x,x
United Kingdom,2009,x,x,x,x,84,84,0.4,0.1,31.8,33.2,x
United Republic of Tanzania,1967,x,x,x,x,x,x,52.3,7,17.9,24.1,x
United Republic of Tanzania,1988,x,x,x,x,x,x,29.4,4.1,20.5,25.8,x
United Republic of Tanzania,1992,x,x,x,x,6.6,10.4,x,x,x,x,x
United Republic of Tanzania,1994,x,x,x,x,13.1,20.4,x,x,x,x,x
United Republic of Tanzania,1996,x,x,x,x,13.3,18.4,25.3,2.8,20.5,25,x
United Republic of Tanzania,1999,x,x,x,x,16.9,25.4,x,x,x,x,x
United Republic of Tanzania,2002,x,x,x,x,x,x,25.2,3.4,21.1,25.9,x
United Republic of Tanzania,2004,x,x,x,x,23.4,28.2,x,x,x,x,x
United Republic of Tanzania,2005,x,x,x,x,19.5,26.4,x,x,x,x,x
United Republic of Tanzania,2010,x,x,x,x,26.1,34.4,19.7,4.5,21,25.1,x
United States Virgin Islands,1960,x,x,x,x,x,x,16.3,2.8,20.8,24.9,x
United States Virgin Islands,1980,x,x,x,x,x,x,6.2,1.9,23.7,26.6,x
United States Virgin Islands,1985,x,x,x,x,x,x,x,x,x,x,427.0
United States Virgin Islands,1986,x,x,x,x,x,x,x,x,x,x,378.0
United States Virgin Islands,1987,x,x,x,x,x,x,x,x,x,x,414.0
United States Virgin Islands,1988,x,x,x,x,x,x,x,x,x,x,414.0
United States Virgin Islands,1989,x,x,x,x,x,x,x,x,x,x,388.0
United States Virgin Islands,1990,x,x,x,x,x,x,7.7,5.9,27.5,30.1,374.0
United States Virgin Islands,1991,x,x,x,x,x,x,x,x,x,x,385.0
United States Virgin Islands,1992,x,x,x,x,x,x,x,x,x,x,393.0
United States Virgin Islands,1993,x,x,x,x,x,x,x,x,x,x,422.0
United States Virgin Islands,1994,x,x,x,x,x,x,x,x,x,x,384.0
United States Virgin Islands,1995,x,x,x,x,x,x,x,x,x,x,340.0
United States Virgin Islands,1996,x,x,x,x,x,x,x,x,x,x,296.0
United States Virgin Islands,1997,x,x,x,x,x,x,x,x,x,x,354.0
United States Virgin Islands,2002,x,x,x,x,72.6,78.4,x,x,x,x,x
United States Virgin Islands,2005,x,x,x,x,x,x,x,x,x,x,219.0
United States of America,1955,x,x,x,x,37.3,58.8,x,x,x,x,x
United States of America,1965,x,x,x,x,49.1,66.5,x,x,x,x,x
United States of America,1970,x,x,x,x,56.8,67.6,11.9,4.2,21.5,23.5,x
United States of America,1973,x,x,x,x,63.5,69.6,x,x,x,x,x
United States of America,1975,x,x,x,x,73.2,79,x,x,x,x,x
United States of America,1976,x,x,x,x,60.5,67.7,x,x,x,x,x
