Country or Area,Year,Area,Sex,Age of mother,Record Type,Reliability,Source Year,Value,Value Footnotes
Albania,1990,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1991,244,
Albania,1989,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1990,78862,
Albania,1989,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1990,0,
Albania,1989,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1990,2404,
Albania,1989,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1990,23814,
Albania,1989,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1990,29992,
Albania,1989,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1990,16057,
Albania,1989,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1990,5027,
Albania,1989,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1990,1237,
Albania,1989,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1990,127,
Albania,1989,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1990,28,
Albania,1989,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1990,176,
Albania,1988,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1989,80241,
Albania,1988,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1989,0,
Albania,1988,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1989,2406,
Albania,1988,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1989,24433,
Albania,1988,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1989,30550,
Albania,1988,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1989,16000,
Albania,1988,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1989,5300,
Albania,1988,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1989,1195,
Albania,1988,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1989,149,
Albania,1988,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1989,23,
Albania,1988,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1989,185,
Albania,1987,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1988,79696,
Albania,1987,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1988,0,
Albania,1987,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1988,2371,
Albania,1987,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1988,24123,
Albania,1987,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1988,30419,
Albania,1987,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1988,15448,
Albania,1987,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1988,5712,
Albania,1987,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1988,1261,
Albania,1987,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1988,167,
Albania,1987,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1988,28,
Albania,1987,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1988,167,
Albania,1986,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1987,76435,
Albania,1986,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1987,0,
Albania,1986,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1987,2409,
Albania,1986,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1987,23870,
Albania,1986,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1987,28689,
Albania,1986,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1987,14292,
Albania,1986,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1987,5500,
Albania,1986,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1987,1306,
Albania,1986,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1987,141,
Albania,1986,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1987,23,
Albania,1986,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1987,205,
Albania,1985,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1986,77535,
Albania,1985,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",1986,0,
Albania,1985,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",1986,2453,
Albania,1985,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1986,24968,
Albania,1985,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1986,28155,
Albania,1985,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1986,14182,
Albania,1985,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1986,5707,
Albania,1985,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1986,1664,
Albania,1985,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1986,142,
Albania,1985,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1986,18,
Albania,1985,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1986,246,
Algeria,1986,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,766186,"1,2"
Algeria,1986,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,41659,"1,2"
Algeria,1986,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,199383,"1,2"
Algeria,1986,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,207519,"1,2"
Algeria,1986,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,169904,"1,2"
Algeria,1986,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,94303,"1,2"
Algeria,1986,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,37584,"1,2"
Algeria,1986,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,7015,"1,2"
Algeria,1986,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,2164,"1,2"
Algeria,1986,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,6655,"1,2"
Algeria,1985,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,845383,"1,2"
Algeria,1985,Total,Both Sexes,0 - 19,Data tabulated by year of occurrence,"Final figure, complete",1992,51476,"1,2"
Algeria,1985,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",1992,219440,"1,2"
Algeria,1985,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",1992,228725,"1,2"
Algeria,1985,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",1992,187585,"1,2"
Algeria,1985,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",1992,102581,"1,2"
Algeria,1985,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",1992,42721,"1,2"
Algeria,1985,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",1992,8492,"1,2"
Algeria,1985,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",1992,2697,"1,2"
Algeria,1985,Total,Both Sexes,Unknown,Data tabulated by year of occurrence,"Final figure, complete",1992,1666,"1,2"
American Samoa,2005,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,1720,
American Samoa,2005,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,2005,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,101,
American Samoa,2005,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,406,
American Samoa,2005,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,517,
American Samoa,2005,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,371,
American Samoa,2005,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,248,
American Samoa,2005,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,75,
American Samoa,2005,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,2,
American Samoa,2005,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,2004,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,1713,
American Samoa,2004,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,2,
American Samoa,2004,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,128,
American Samoa,2004,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,400,
American Samoa,2004,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,517,
American Samoa,2004,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,367,
American Samoa,2004,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,235,
American Samoa,2004,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,60,
American Samoa,2004,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,4,
American Samoa,2004,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,2003,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,1608,
American Samoa,2003,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,2,
American Samoa,2003,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,109,
American Samoa,2003,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,409,
American Samoa,2003,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,498,
American Samoa,2003,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,338,
American Samoa,2003,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,210,
American Samoa,2003,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,41,
American Samoa,2003,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,1,
American Samoa,2003,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,2002,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,1629,
American Samoa,2002,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,3,
American Samoa,2002,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,122,
American Samoa,2002,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,435,
American Samoa,2002,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,463,
American Samoa,2002,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,343,
American Samoa,2002,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,214,
American Samoa,2002,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,45,
American Samoa,2002,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,4,
American Samoa,2002,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,2001,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,1655,
American Samoa,2001,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,1,
American Samoa,2001,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,124,
American Samoa,2001,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,410,
American Samoa,2001,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,471,
American Samoa,2001,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,389,
American Samoa,2001,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,209,
American Samoa,2001,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,51,
American Samoa,2001,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,2001,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,2000,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,1730,
American Samoa,2000,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,3,
American Samoa,2000,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,139,
American Samoa,2000,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,428,
American Samoa,2000,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,510,
American Samoa,2000,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,394,
American Samoa,2000,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,212,
American Samoa,2000,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,44,
American Samoa,2000,Total,Both Sexes,45 - 49,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,2000,Total,Both Sexes,50 +,Data tabulated by year of occurrence,"Final figure, complete",2005,0,
American Samoa,1999,Total,Both Sexes,Total,Data tabulated by year of occurrence,"Final figure, complete",2005,1736,
American Samoa,1999,Total,Both Sexes,0 - 14,Data tabulated by year of occurrence,"Final figure, complete",2005,2,
American Samoa,1999,Total,Both Sexes,15 - 19,Data tabulated by year of occurrence,"Final figure, complete",2005,140,
American Samoa,1999,Total,Both Sexes,20 - 24,Data tabulated by year of occurrence,"Final figure, complete",2005,459,
American Samoa,1999,Total,Both Sexes,25 - 29,Data tabulated by year of occurrence,"Final figure, complete",2005,481,
American Samoa,1999,Total,Both Sexes,30 - 34,Data tabulated by year of occurrence,"Final figure, complete",2005,422,
American Samoa,1999,Total,Both Sexes,35 - 39,Data tabulated by year of occurrence,"Final figure, complete",2005,193,
American Samoa,1999,Total,Both Sexes,40 - 44,Data tabulated by year of occurrence,"Final figure, complete",2005,39,
