Poland,1986,18,21,x,x,x,x,x,x,x,x,45.4,105,40562
Poland,1987,18,21,x,x,x,x,x,x,x,x,45.5,105,40659
Poland,1988,18,21,x,x,x,x,4,0.6,23,26.2,45.6,105,41004
Poland,1989,18,21,x,x,x,x,x,x,x,x,45.7,105.2,41488
Poland,1990,18,21,x,x,x,x,x,x,x,x,45.9,105.2,43875
Poland,1991,18,21,x,x,28,72.7,x,x,x,x,45.7,105.3,46380
Poland,1992,18,21,x,x,x,x,x,x,x,x,45.5,105.3,43458
Poland,1993,18,21,x,x,x,x,x,x,x,x,45.5,105.4,41236
Poland,1994,18,21,99.9992,99.99913,x,x,x,x,x,x,45.7,105.4,39477
Poland,1995,18,21,x,x,x,x,x,x,x,x,45.5,105.5,34697
Poland,1996,18,21,x,x,x,x,2.2,0.2,24.4,27.4,45.5,105.6,33512
Poland,1997,18,21,x,x,x,x,x,x,x,x,45.4,105.8,31256
Poland,1998,18,21,x,x,x,x,x,x,x,x,45.5,105.9,30413
Poland,1999,18,21,x,x,x,x,x,x,x,x,45.7,106.1,28769
Poland,2000,18,21,x,x,x,x,x,x,x,x,45.8,106.2,x
Poland,2001,18,21,x,x,x,x,x,x,x,x,45.9,106.4,25832
Poland,2002,18,21,x,x,x,x,1.6,0.2,25.3,28,45.8,106.5,24331
Poland,2003,18,21,x,x,x,x,x,x,x,x,45.8,106.5,22514
Poland,2004,18,21,99.99987,99.99984,x,x,x,x,x,x,45.9,106.6,20502
Poland,2005,18,21,x,x,x,x,x,x,x,x,46,106.9,19295
Poland,2006,18,21,x,x,x,x,x,x,x,x,46,x,x
Poland,2007,18,21,x,x,x,x,x,x,x,x,x,x,x
Poland,2011,18,21,99.99996,99.99995,x,x,x,x,x,x,x,x,x
Portugal,1970,16,16,x,x,x,x,5.3,1.2,23.2,25.6,x,x,x
Portugal,1980,16,16,x,x,37.8,76.3,x,x,x,x,x,x,x
Portugal,1981,16,16,97.94135225,97.66431838,x,x,8.9,1.6,22.1,24.7,x,x,x
Portugal,1985,16,16,x,x,x,x,x,x,x,x,41.3,107.2,13681
Portugal,1986,16,16,x,x,x,x,x,x,x,x,41.1,107.4,12663
Portugal,1987,16,16,x,x,x,x,x,x,x,x,41.8,107.4,11787
Portugal,1988,16,16,x,x,x,x,x,x,x,x,42.2,107.4,11163
Portugal,1989,16,16,x,x,x,x,x,x,x,x,42.3,107.4,10697
Portugal,1990,16,16,x,x,x,x,x,x,x,x,42.8,107.4,9994
Portugal,1991,16,16,99.25787378,99.14245762,x,x,5.7,1.3,23.9,26.7,43.6,107.5,9855
Portugal,1992,16,16,x,x,x,x,x,x,x,x,43.5,107.5,9456
Portugal,1993,16,16,x,x,x,x,x,x,x,x,44,107.5,9270
Portugal,1994,16,16,x,x,x,x,x,x,x,x,44.3,107.5,8557
Portugal,1995,16,16,x,x,x,x,x,x,x,x,44.6,107.5,8013
Portugal,1996,16,16,x,x,x,x,x,x,x,x,44.8,107.5,7860
Portugal,1997,16,16,x,x,70.4,78.8,x,x,x,x,45.3,107.4,7688
Portugal,1998,16,16,x,x,x,x,x,x,x,x,45,107.4,x
Portugal,1999,16,16,x,x,x,x,x,x,x,x,45.2,107.3,x
Portugal,2000,16,16,x,x,x,x,x,x,x,x,45.4,107.2,x
Portugal,2001,16,16,x,x,x,x,4.6,1.2,25.6,28.3,45.5,107.1,6873
Portugal,2002,16,16,x,x,x,x,x,x,x,x,45.7,107,6730
Portugal,2003,16,16,x,x,x,x,x,x,x,x,46,106.8,6143
Portugal,2004,16,16,x,x,x,x,x,x,x,x,46.3,106.7,5811
Portugal,2005,16,16,x,x,82.5,86.8,x,x,x,x,46.5,106.9,5515
Portugal,2006,16,16,x,x,x,x,x,x,x,x,46.6,x,x
Portugal,2011,16,16,99.74676,99.71582,x,x,x,x,x,x,x,x,x
Republic of Moldova,1979,16,18,x,x,x,x,12.3,2.1,20.5,22.6,x,x,x
Republic of Moldova,1985,16,18,x,x,x,x,x,x,x,x,49.4,110.3,x
Republic of Moldova,1986,16,18,x,x,x,x,x,x,x,x,49.2,x,x
Republic of Moldova,1987,16,18,x,x,x,x,x,x,x,x,49,110.3,8035
Republic of Moldova,1988,16,18,x,x,x,x,x,x,x,x,48.8,110.3,8527
Republic of Moldova,1989,16,18,x,x,x,x,11.6,1.8,21.1,23.8,48.7,110,9158
Republic of Moldova,1990,16,18,x,x,x,x,x,x,x,x,48.5,109.2,9837
Republic of Moldova,1991,16,18,x,x,x,x,x,x,x,x,48.5,109.6,10843
Republic of Moldova,1992,16,18,x,x,x,x,x,x,x,x,48.2,x,11084
Republic of Moldova,1993,16,18,x,x,x,x,x,x,x,x,48.1,109.5,x
Republic of Moldova,1994,16,18,x,x,x,x,x,x,x,x,47.9,109.4,x
Republic of Moldova,1995,16,18,x,x,x,x,x,x,x,x,47.9,108.7,11151
Republic of Moldova,1996,16,18,x,x,x,x,x,x,x,x,47.9,109.3,9664
Republic of Moldova,1997,16,18,x,x,49.9,73.7,x,x,x,x,47.9,108.9,x
Republic of Moldova,1998,16,18,x,x,x,x,x,x,x,x,47.9,108.9,7206
Republic of Moldova,1999,16,18,x,x,x,x,x,x,x,x,47.9,108.9,6625
Republic of Moldova,2000,16,18,x,x,42.8,62.4,x,x,x,x,47.9,108.9,6260
Republic of Moldova,2001,16,18,x,x,x,x,x,x,x,x,47.8,108.8,5940
Republic of Moldova,2002,16,18,x,x,x,x,x,x,x,x,47.7,108.8,5436
Republic of Moldova,2003,16,18,x,x,x,x,x,x,x,x,47.6,108.7,5258
Republic of Moldova,2004,16,18,98.6,99.6,x,x,6.4,0.8,23.7,27.1,47.4,108.7,5217
Republic of Moldova,2005,16,18,x,x,42.6,67.8,10.6,1.6,21.9,25.4,47.2,109,x
Republic of Moldova,2006,16,18,x,x,x,x,x,x,x,x,47.1,x,x
Romania,1966,16,18,x,x,x,x,21.6,2.5,20.2,24.5,x,x,x
Romania,1977,16,18,x,x,x,x,15.9,2.7,21.1,24.9,x,x,x
Romania,1978,16,18,x,x,5.3,58,x,x,x,x,x,x,x
Romania,1985,16,18,x,x,x,x,x,x,x,x,44.8,102.6,56506
Romania,1986,16,18,x,x,x,x,x,x,x,x,44.7,102.7,65716
Romania,1987,16,18,x,x,x,x,x,x,x,x,44.6,102.7,70308
Romania,1988,16,18,x,x,x,x,x,x,x,x,44.5,102.7,61371
Romania,1989,16,18,x,x,x,x,x,x,x,x,44.4,102.7,55938
Romania,1990,16,18,x,x,x,x,x,x,x,x,44.3,102.7,47906
Romania,1991,16,18,x,x,x,x,x,x,x,x,44.6,102.8,46526
Romania,1992,16,18,99.10746203,99.18007019,x,x,12,1.9,22.1,25.7,45,103.5,45205
Romania,1993,16,18,x,x,14.5,57.3,x,x,x,x,45.4,103.6,45934
Romania,1994,16,18,x,x,x,x,x,x,x,x,45.8,103.7,44229
Romania,1995,16,18,x,x,x,x,x,x,x,x,46.3,103.9,40829
Romania,1996,16,18,x,x,x,x,x,x,x,x,45.6,104,38262
Romania,1997,16,18,x,x,x,x,x,x,x,x,45.8,104.2,37830
Romania,1998,16,18,x,x,x,x,x,x,x,x,45.6,104.3,35641
Romania,1999,16,18,x,x,29.5,63.8,x,x,x,x,45.8,104.5,x
Romania,2000,16,18,x,x,x,x,x,x,x,x,46,104.7,32293
Romania,2001,16,18,x,x,x,x,x,x,x,x,46.2,104.7,29130
Romania,2002,16,18,97.77952068,97.74422874,x,x,4.1,0.2,25.2,28.6,45.6,104.8,26777
Romania,2003,16,18,x,x,x,x,x,x,x,x,45.2,104.9,28224
Romania,2004,16,18,x,x,38.2,70.3,x,x,x,x,46.1,105,x
Romania,2005,16,18,x,x,x,x,x,x,x,x,46.2,105.3,28883
Romania,2006,16,18,x,x,x,x,x,x,x,x,46.3,x,x
Romania,2011,16,18,97.19549,97.04267,x,x,2.6,0.1,26.6,29.8,x,x,x
Russian Federation,1979,18,18,x,x,x,x,11.7,2.5,20.5,23.2,x,x,x
Russian Federation,1985,18,18,x,x,x,x,x,x,x,x,48.7,115.4,215894
Russian Federation,1986,18,18,x,x,x,x,x,x,x,x,48.6,x,216320
Russian Federation,1987,18,18,x,x,x,x,x,x,x,x,48.5,112.4,227920
Russian Federation,1988,18,18,x,x,x,x,x,x,x,x,48.5,112,236067
Russian Federation,1989,18,18,99.74946473,99.69100528,x,x,10.9,2.5,21.8,24.4,48.4,114,255766
Russian Federation,1990,18,18,x,x,x,x,x,x,x,x,48.4,113.4,275547
Russian Federation,1991,18,18,x,x,x,x,x,x,x,x,48.5,x,275912
Russian Federation,1992,18,18,x,x,44.4,62.5,x,x,x,x,48.8,x,261206
Russian Federation,1993,18,18,x,x,x,x,x,x,x,x,48.3,x,243527
Russian Federation,1994,18,18,x,x,48.6,66.8,x,x,x,x,47.9,x,256540
Russian Federation,1995,18,18,x,x,47.5,63.4,x,x,x,x,47.6,113,238019
Russian Federation,1996,18,18,x,x,47.1,65.3,x,x,x,x,47.7,x,209531
Russian Federation,1997,18,18,x,x,x,x,x,x,x,x,47.7,x,195959
Russian Federation,1998,18,18,x,x,x,x,x,x,x,x,47.8,x,189012
Russian Federation,1999,18,18,x,x,x,x,x,x,x,x,48,x,167765
Russian Federation,2000,18,18,x,x,x,x,x,x,x,x,48.3,113.8,162997
Russian Federation,2001,18,18,x,x,x,x,x,x,x,x,48.6,114.3,165600
Russian Federation,2002,18,18,99.72460028,99.67908297,x,x,7.7,1.6,22.6,25.2,49,114.6,169919
Russian Federation,2003,18,18,x,x,x,x,x,x,x,x,48.7,114.9,170308
Russian Federation,2004,18,18,x,x,64.6,83.8,x,x,x,x,48.9,115.3,171940
Russian Federation,2005,18,18,x,x,x,x,x,x,x,x,49,115.5,x
Russian Federation,2006,18,18,x,x,x,x,x,x,x,x,49,x,x
Russian Federation,2007,18,18,x,x,65,79.5,x,x,x,x,x,x,x
Russian Federation,2010,18,18,99.75802293,99.6627803,x,x,7.9,1.8,24.4,27,x,x,x
Rwanda,1970,21,21,x,x,x,x,17.6,3.3,20.1,22.6,x,x,x
Rwanda,1978,21,21,44.69158561,59.65619875,x,x,x,x,x,x,x,x,x
Rwanda,1983,21,21,x,x,0.9,11,x,x,x,x,x,x,x
Rwanda,1985,21,21,x,x,x,x,x,x,x,x,51.7,106.6,x
Rwanda,1986,21,21,x,x,x,x,x,x,x,x,51.8,x,x
Rwanda,1987,21,21,x,x,x,x,x,x,x,x,51.7,x,x
Rwanda,1988,21,21,x,x,x,x,x,x,x,x,51.8,x,x
Rwanda,1989,21,21,x,x,x,x,x,x,x,x,51.8,x,x
Rwanda,1990,21,21,x,x,x,x,x,x,x,x,51.8,106.3,x
Rwanda,1991,21,21,74.89654159,x,x,x,x,x,x,x,51.8,x,x
Rwanda,1992,21,21,x,x,12.9,21.2,x,x,x,x,52.1,x,x
Rwanda,1993,21,21,x,x,x,x,x,x,x,x,52.2,x,x
Rwanda,1994,21,21,x,x,x,x,x,x,x,x,52.1,x,x
Rwanda,1995,21,21,x,x,x,x,x,x,x,x,52.7,108.3,x
Rwanda,1996,21,21,x,x,7.1,13.7,9.3,2.1,23.3,24.8,53.1,x,x
Rwanda,1997,21,21,x,x,x,x,x,x,x,x,52.9,x,x
Rwanda,1998,21,21,x,x,x,x,x,x,x,x,52.8,x,x
Rwanda,1999,21,21,x,x,x,x,x,x,x,x,52.8,x,x
Rwanda,2000,21,21,76.86258278,78.52216749,4.3,13.2,x,x,x,x,52.7,108.6,x
Rwanda,2001,21,21,x,x,x,x,x,x,x,x,52.6,x,x
Rwanda,2002,21,21,x,x,x,x,8.2,2.5,23.9,26.7,52.5,109.5,x
Rwanda,2003,21,21,x,x,x,x,x,x,x,x,52.2,x,x
Rwanda,2004,21,21,x,x,x,x,x,x,x,x,52,x,x
Rwanda,2005,21,21,x,x,8.9,17.4,2.9,0.2,23.7,26.5,51.8,107.6,x
Rwanda,2006,21,21,x,x,x,x,x,x,x,x,51.6,x,x
Rwanda,2007,21,21,x,x,26.1,36.4,x,x,x,x,x,x,x
Rwanda,2010,21,21,77.34462673,76.6585792,x,x,3.7,0.2,24.4,26.6,x,x,x
Rwanda,2011,21,21,x,x,44,51.6,x,x,x,x,x,x,x
Saint Lucia,1970,18,18,x,x,x,x,1.2,0.2,28.7,32,x,x,x
Saint Lucia,1980,18,18,x,x,x,x,0.7,0.2,31.4,34.1,x,x,x
Saint Lucia,1981,18,18,x,x,50.7,52.2,x,x,x,x,x,x,x
Saint Lucia,1985,18,18,x,x,x,x,x,x,x,x,37,104,1083
Saint Lucia,1986,18,18,x,x,x,x,x,x,x,x,37.5,x,970
Saint Lucia,1987,18,18,x,x,x,x,x,x,x,x,36.7,x,x
Saint Lucia,1988,18,18,x,x,45.9,47.3,x,x,x,x,37.3,x,x
Saint Lucia,1989,18,18,x,x,x,x,x,x,x,x,37.7,x,x
Saint Lucia,1990,18,18,x,x,x,x,x,x,x,x,38.2,103.4,x
Saint Lucia,1991,18,18,x,x,x,x,0.7,0.5,33.7,35.1,39.3,106.2,x
Saint Lucia,1992,18,18,x,x,x,x,x,x,x,x,40.4,x,x
Saint Lucia,1993,18,18,x,x,x,x,x,x,x,x,39.7,x,x
Saint Lucia,1994,18,18,x,x,x,x,x,x,x,x,40.7,105.8,647
Saint Lucia,1995,18,18,x,x,x,x,x,x,x,x,39.3,103.5,662
Saint Lucia,1996,18,18,x,x,x,x,x,x,x,x,40.3,104.9,520
Saint Lucia,1997,18,18,x,x,x,x,x,x,x,x,40.6,104.7,559
Saint Lucia,1998,18,18,x,x,x,x,x,x,x,x,41.5,104.5,474
Saint Lucia,1999,18,18,x,x,x,x,x,x,x,x,40.3,104.2,474
Saint Lucia,2000,18,18,x,x,x,x,x,x,x,x,40.6,103.3,483
Saint Lucia,2001,18,18,x,x,x,x,6.8,1.3,22.8,27.7,41.4,104.8,564
Saint Lucia,2002,18,18,x,x,x,x,x,x,x,x,40.3,104.4,455
Saint Lucia,2003,18,18,x,x,x,x,x,x,x,x,40.5,104.4,x
Saint Lucia,2004,18,18,x,x,x,x,x,x,x,x,40.8,104.6,444
Saint Lucia,2005,18,18,x,x,x,x,x,x,x,x,41,103.5,380
Saint Lucia,2006,18,18,x,x,x,x,x,x,x,x,41.8,x,x
Samoa,1971,19,21,x,x,x,x,10.3,1.4,22,26.3,x,x,x
Samoa,1981,19,21,x,x,x,x,6.8,1.1,23.2,27.3,x,x,x
Samoa,1985,19,21,x,x,x,x,x,x,x,x,31,92.6,x
Samoa,1986,19,21,x,x,x,x,x,x,x,x,31,x,x
Samoa,1987,19,21,x,x,x,x,x,x,x,x,31.6,x,x
Samoa,1988,19,21,x,x,x,x,x,x,x,x,31.6,x,x
Samoa,1989,19,21,x,x,x,x,x,x,x,x,32.1,x,x
Samoa,1990,19,21,x,x,x,x,x,x,x,x,32.1,90.4,x
Samoa,1991,19,21,99.04444444,99.12,x,x,x,x,x,x,31.6,90.7,x
Samoa,1992,19,21,x,x,x,x,x,x,x,x,32.8,x,x
Samoa,1993,19,21,x,x,x,x,x,x,x,x,32.2,x,x
Samoa,1994,19,21,x,x,x,x,x,x,x,x,32.8,x,x
Samoa,1995,19,21,x,x,x,x,x,x,x,x,32.3,92,x
Samoa,1996,19,21,x,x,x,x,x,x,x,x,32.3,x,x
Samoa,1997,19,21,x,x,x,x,x,x,x,x,31.7,x,x
Samoa,1998,19,21,x,x,23.2,24.5,x,x,x,x,31.7,x,x
Samoa,1999,19,21,x,x,x,x,x,x,x,x,31.7,x,x
Samoa,2000,19,21,x,x,x,x,x,x,x,x,31.7,92.2,x
Samoa,2001,19,21,x,x,x,x,7.1,1.2,24.3,28.6,31.7,92,x
Samoa,2002,19,21,x,x,x,x,x,x,x,x,31.3,x,x
Samoa,2003,19,21,x,x,x,x,x,x,x,x,31.3,x,x
Samoa,2004,19,21,99.43774,99.3326,x,x,x,x,x,x,31.3,x,x
Samoa,2005,19,21,x,x,x,x,x,x,x,x,32.8,92.2,x
Samoa,2006,19,21,x,x,x,x,x,x,x,x,32.3,x,x
Samoa,2009,19,21,x,x,26.6,28.7,7.6,1,24,28.7,x,x,x
Samoa,2011,19,21,99.51053,99.42855,x,x,x,x,x,x,x,x,x
San Marino,1970,18,18,x,x,x,x,9.6,0.6,20.6,26.1,x,x,x
San Marino,1985,18,18,x,x,x,x,3.8,0,24.1,27.7,x,100.9,11
San Marino,1986,18,18,x,x,x,x,x,x,x,x,x,101.2,9
San Marino,1987,18,18,x,x,x,x,x,x,x,x,x,102,10
San Marino,1988,18,18,x,x,x,x,x,x,x,x,x,103.1,7
San Marino,1989,18,18,x,x,x,x,x,x,x,x,x,103.4,7
San Marino,1992,18,18,x,x,x,x,x,x,x,x,x,100.7,3
San Marino,1993,18,18,x,x,x,x,x,x,x,x,x,101,1
San Marino,1994,18,18,x,x,x,x,x,x,x,x,x,101,3
San Marino,1995,18,18,x,x,x,x,0.9,0,26.8,29.5,x,101.9,3
San Marino,1997,18,18,x,x,x,x,x,x,x,x,x,102.4,2
San Marino,1998,18,18,x,x,x,x,x,x,x,x,x,x,1
San Marino,1999,18,18,x,x,x,x,x,x,x,x,x,x,4
San Marino,2000,18,18,x,x,x,x,0.3,0.1,28.2,30.4,x,104.3,x
San Marino,2001,18,18,x,x,x,x,x,x,x,x,x,104,x
San Marino,2002,18,18,x,x,x,x,x,x,x,x,x,104.3,x
San Marino,2003,18,18,x,x,x,x,x,x,x,x,x,104.1,5
San Marino,2004,18,18,x,x,x,x,x,x,x,x,x,104,1
San Marino,2005,18,18,x,x,x,x,0.2,0,28.8,31.3,x,x,x
Saudi Arabia,1985,17,20,x,x,x,x,x,x,x,x,10.8,80.8,x
Saudi Arabia,1986,17,20,x,x,x,x,x,x,x,x,10.9,83.2,x
Saudi Arabia,1987,17,20,x,x,x,x,16.1,1,21.7,25.6,11.3,82.6,x
Saudi Arabia,1988,17,20,x,x,x,x,x,x,x,x,11.3,81.9,x
Saudi Arabia,1989,17,20,x,x,x,x,x,x,x,x,11.6,81.2,x
Saudi Arabia,1990,17,20,x,x,x,x,x,x,x,x,11.4,80.1,x
Saudi Arabia,1991,17,20,x,x,x,x,x,x,x,x,11.1,79.7,x
Saudi Arabia,1992,17,20,81.07383459,93.96330673,x,x,x,x,x,x,11,79,x
Saudi Arabia,1993,17,20,x,x,x,x,x,x,x,x,11,78.9,x
Saudi Arabia,1994,17,20,x,x,x,x,x,x,x,x,11.1,79.1,x
Saudi Arabia,1995,17,20,x,x,x,x,x,x,x,x,11.3,79.1,x
Saudi Arabia,1996,17,20,x,x,28.5,31.8,7.4,0.4,24,27.7,11.4,79.4,x
Saudi Arabia,1997,17,20,x,x,x,x,x,x,x,x,11.7,79.5,x
Saudi Arabia,1998,17,20,x,x,x,x,x,x,x,x,12,79.7,x
Saudi Arabia,1999,17,20,x,x,..,20.8,5.9,0.3,25.8,29.2,12.5,79.8,x
Saudi Arabia,2000,17,20,95.91315882,98.07428346,x,x,x,x,x,x,12.6,80.6,x
Saudi Arabia,2001,17,20,x,x,x,x,x,x,x,x,12.9,80.1,x
Saudi Arabia,2002,17,20,x,x,x,x,x,x,x,x,13.3,80.3,x
Saudi Arabia,2003,17,20,x,x,x,x,x,x,x,x,13.4,80.4,x
Saudi Arabia,2004,17,20,94.67570719,96.95304816,x,x,8,1.3,24.1,26.9,13.6,80.6,x
Saudi Arabia,2005,17,20,x,x,x,x,x,x,x,x,13.9,81,x
Saudi Arabia,2006,17,20,x,x,x,x,x,x,x,x,14.3,x,x
Saudi Arabia,2011,17,20,98.02018,98.99741,x,x,x,x,x,x,x,x,x
Serbia,2005,18,18,x,x,18.6,41.2,5.2,1,25.9,29.8,42.6,102.2,5288
Serbia,2007,18,18,x,x,x,x,x,x,x,x,x,x,x
Serbia,2010,18,18,x,x,21.5,60.8,x,x,x,x,x,x,x
Serbia,2011,18,18,99.27081,99.29105,x,x,x,x,x,x,x,x,x
Sierra Leone,1985,21,21,x,x,x,x,59.8,x,18,x,38.1,103.5,x
Sierra Leone,1986,21,21,x,x,x,x,x,x,x,x,38.2,x,x
Sierra Leone,1987,21,21,x,x,x,x,x,x,x,x,38.3,x,x
Sierra Leone,1988,21,21,x,x,x,x,x,x,x,x,38.2,x,x
Sierra Leone,1989,21,21,x,x,x,x,x,x,x,x,38.3,x,x
Sierra Leone,1990,21,21,x,x,x,x,x,x,x,x,38.5,103.3,x
Sierra Leone,1991,21,21,x,x,x,x,x,x,x,x,38.5,x,x
Sierra Leone,1992,21,21,x,x,2.4,2.6,46.4,4.8,19.8,27.7,38.4,x,x
Sierra Leone,1993,21,21,x,x,x,x,x,x,x,x,38.4,x,x
Sierra Leone,1994,21,21,x,x,x,x,x,x,x,x,38.5,x,x
Sierra Leone,1995,21,21,x,x,x,x,x,x,x,x,38.4,103.1,x
Sierra Leone,1996,21,21,x,x,x,x,x,x,x,x,38.5,x,x
Sierra Leone,1997,21,21,x,x,x,x,x,x,x,x,38.4,x,x
Sierra Leone,1998,21,21,x,x,x,x,x,x,x,x,38.4,x,x
Sierra Leone,1999,21,21,x,x,x,x,x,x,x,x,38.5,x,x
Sierra Leone,2000,21,21,x,x,3.9,4.3,x,x,x,x,38.6,103.1,x
Sierra Leone,2001,21,21,x,x,x,x,x,x,x,x,38.6,x,x
Sierra Leone,2002,21,21,x,x,x,x,x,x,x,x,38.7,x,x
Sierra Leone,2003,21,21,x,x,x,x,x,x,x,x,38.7,x,x
Sierra Leone,2004,21,21,47.92760841,59.61424877,x,x,37.6,6.4,20,26.9,38.5,105.7,x
Sierra Leone,2005,21,21,x,x,4.3,5.3,x,x,x,x,38.5,103.1,x
Sierra Leone,2006,21,21,x,x,x,x,x,x,x,x,38.5,x,x
Sierra Leone,2007,21,21,x,x,x,x,x,x,x,x,x,x,x
Sierra Leone,2008,21,21,x,x,6,8.2,30.9,0.9,20.5,26.2,x,x,x
Sierra Leone,2011,21,21,52.0556,70.47248,x,x,x,x,x,x,x,x,x
Singapore,1970,21,21,x,x,x,x,4.8,0.5,24.2,27.8,x,x,x
Singapore,1973,21,21,x,x,52.8,60.1,x,x,x,x,x,x,x
Singapore,1977,21,21,x,x,62.8,71.3,x,x,x,x,x,x,x
Singapore,1980,21,21,96.28811608,96.40878473,x,x,2.3,0.4,26.2,28.4,x,x,x
Singapore,1982,21,21,x,x,58.8,74.2,x,x,x,x,x,x,x
Singapore,1985,21,21,x,x,x,x,x,x,x,x,35.1,96.3,1114
Singapore,1986,21,21,x,x,x,x,x,x,x,x,36,x,956
Singapore,1987,21,21,x,x,53,67,x,x,x,x,37,x,872
Singapore,1988,21,21,x,x,x,x,x,x,x,x,37.7,x,819
Singapore,1989,21,21,x,x,x,x,x,x,x,x,38.4,x,815
Singapore,1990,21,21,99.08436354,98.85512082,x,x,1.4,0.2,27,29.9,38.7,98.7,944
Singapore,1991,21,21,x,x,x,x,x,x,x,x,39,x,928
Singapore,1992,21,21,x,x,52,65,x,x,x,x,39.2,x,848
Singapore,1993,21,21,x,x,x,x,x,x,x,x,39,x,844
Singapore,1994,21,21,x,x,x,x,x,x,x,x,38.9,x,737
Singapore,1995,21,21,x,x,x,x,x,x,x,x,38.7,98.6,657
Singapore,1996,21,21,x,x,x,x,x,x,x,x,39.4,99.2,697
Singapore,1997,21,21,x,x,55,62,x,x,x,x,39.3,99.5,704
Singapore,1998,21,21,x,x,x,x,x,x,x,x,39.5,99.8,793
Singapore,1999,21,21,x,x,x,x,x,x,x,x,39.7,100,873
Singapore,2000,21,21,99.50459911,99.40999472,x,x,1,0.1,26.5,30,40,98.6,953
Singapore,2001,21,21,x,x,x,x,x,x,x,x,39,100.5,891
Singapore,2002,21,21,x,x,x,x,x,x,x,x,39.5,100.8,842
Singapore,2003,21,21,x,x,x,x,x,x,x,x,39.2,x,731
Singapore,2004,21,21,x,x,x,x,x,x,x,x,39.8,101.2,781
Singapore,2005,21,21,x,x,x,x,x,x,x,x,39.9,98.7,853
Singapore,2006,21,21,x,x,x,x,x,x,x,x,40.1,x,x
Singapore,2010,21,21,99.7666672,99.73789066,x,x,0.4,0.1,27.9,30.4,x,x,x
Slovakia,1980,18,18,x,x,x,x,7.2,1.2,22.2,25,x,x,x
Slovakia,1985,18,18,x,x,x,x,x,x,x,x,45.7,103.6,x
Slovakia,1986,18,18,x,x,x,x,x,x,x,x,45.8,x,x
Slovakia,1987,18,18,x,x,x,x,x,x,x,x,46,x,x
Slovakia,1988,18,18,x,x,x,x,x,x,x,x,46.1,104.2,9477
Slovakia,1989,18,18,x,x,x,x,x,x,x,x,46.2,104.3,9533
Slovakia,1990,18,18,x,x,x,x,x,x,x,x,46.3,104.5,9638
Slovakia,1991,18,18,x,x,41,74,6.9,1.3,22.6,25.5,46.3,104.9,11002
Slovakia,1992,18,18,x,x,x,x,x,x,x,x,46.2,105.1,10706
Slovakia,1993,18,18,x,x,x,x,x,x,x,x,46,105.2,10506
Slovakia,1994,18,18,x,x,x,x,x,x,x,x,44.5,105.3,8915
Slovakia,1995,18,18,x,x,x,x,x,x,x,x,44.7,105.3,7554
Slovakia,1996,18,18,x,x,x,x,x,x,x,x,45.2,x,x
Slovakia,1997,18,18,x,x,65.6,79.8,x,x,x,x,45.2,x,6523
Slovakia,1998,18,18,x,x,x,x,x,x,x,x,45,x,6044
Slovakia,1999,18,18,x,x,x,x,x,x,x,x,45.2,x,5665
Slovakia,2000,18,18,x,x,x,x,x,x,x,x,45.6,105.8,x
Slovakia,2001,18,18,x,x,x,x,1.8,0.4,25.4,28.3,45.5,105.9,4642
Slovakia,2002,18,18,x,x,x,x,x,x,x,x,45.4,106,4580
Slovakia,2003,18,18,x,x,x,x,x,x,x,x,45.4,106,x
Slovakia,2004,18,18,x,x,x,x,x,x,x,x,45.2,106,4229
Slovakia,2005,18,18,x,x,x,x,x,x,x,x,45.2,106.1,4115
Slovakia,2006,18,18,x,x,x,x,1,0.2,27.6,30.1,45.2,x,x
Slovakia,2010,18,18,x,x,x,x,1,0.2,29.1,31.4,x,x,x
Slovenia,1970,18,18,x,x,14.2,70.6,x,x,x,x,x,x,x
Slovenia,1985,18,18,x,x,x,x,x,x,x,x,45.9,106.7,x
Slovenia,1986,18,18,x,x,x,x,x,x,x,x,45.8,106.1,x
Slovenia,1987,18,18,x,x,x,x,x,x,x,x,45.8,106.1,2427
Slovenia,1988,18,18,x,x,x,x,x,x,x,x,45.7,106.1,2230
Slovenia,1989,18,18,x,x,x,x,x,x,x,x,45.6,106.2,1912
Slovenia,1990,18,18,x,x,x,x,x,x,x,x,45.5,106,1747
Slovenia,1991,18,18,99.7790094,99.73696648,x,x,2.1,0.5,24.8,28.5,45.6,106.1,1520
Slovenia,1992,18,18,x,x,x,x,x,x,x,x,45.9,106.1,1405
Slovenia,1993,18,18,x,x,x,x,x,x,x,x,46.4,106.2,1173
Slovenia,1994,18,18,x,x,x,x,x,x,x,x,45.9,106.3,1044
Slovenia,1995,18,18,x,x,63.2,78.9,x,x,x,x,46,105.3,975
Slovenia,1996,18,18,x,x,x,x,x,x,x,x,46.1,105.5,809
Slovenia,1997,18,18,x,x,x,x,x,x,x,x,46.5,105,x
Slovenia,1998,18,18,x,x,x,x,x,x,x,x,46.4,105.1,605
Slovenia,1999,18,18,x,x,x,x,x,x,x,x,46.2,105,549
Slovenia,2000,18,18,x,x,x,x,x,x,x,x,46.2,105.1,512
Slovenia,2001,18,18,x,x,x,x,x,x,x,x,46.1,104.6,442
Slovenia,2002,18,18,x,x,x,x,0.3,0,30.2,32.1,46.1,104.5,387
Slovenia,2003,18,18,x,x,x,x,x,x,x,x,45.9,104.3,368
Slovenia,2004,18,18,99.82697,99.78902,x,x,x,x,x,x,46.2,104.4,329
